Lemma,Count
byte,9
byzantine,1
bösendorfer,1
,2
cad,1
cap,2
cat,3
cb,1
cd,8
ceo,54
cfo,5
chapter,14
chrisann,1
cit,1
cnbc,1
cnn,1
coo,1
cadillac,1
café,5
cal,1
calculator,1
calder,2
calhoun,11
california,38
calla,1
callaway,1
cambridge,2
camino,3
campanile,1
campbell,27
campu,1
canal,1
cancer,1
cannavino,2
cannibal,1
canon,3
capital,2
capitan,1
capp,4
captain,3
carey,1
carlo,1
carlton,4
carlyle,6
carmel,2
carol,1
carolina,2
carr,2
carroll,1
car,1
carter,3
caruso,1
cash,4
casino,1
casone,2
castle,2
cat,2
catalog,4
catholic,2
catmull,29
cave,1
center,16
centerfield,1
central,7
century,1
cera,1
chairman,4
challenge,3
chamber,1
champion,1
chang,1
channel,2
chaplin,1
chapman,1
chariot,2
charle,1
charlie,1
chart,1
cheshire,1
cheval,1
chez,3
chi,2
chiat,8
chicago,8
chief,1
children,1
china,9
chinatown,1
chingford,1
chino,5
chip,1
choice,1
choru,1
chri,5
chrisann,30
christ,2
christensen,3
christianity,1
christie,1
christina,1
christma,17
chronicle,2
chrysler,3
chuck,1
church,1
chögyam,1
cinderella,1
cingular,1
cisco,1
city,11
clam,1
clan,1
clara,23
clark,2
clayton,2
clement,1
click,1
clinton,7
clinton,1
closed,1
cloud,2
clow,49
club,14
co,6
coachella,1
coast,15
coate,1
cock,1
coda,1
coffee,1
cohen,1
cola,1
coldplay,2
cole,2
coleman,14
coliseum,2
college,13
colombia,1
colony,1
colorado,5
columbia,2
comcast,2
commencement,1
commission,1
commodore,5
communication,1
community,3
company,4
compaq,8
compatible,1
compuserve,1
computer,29
computer,7
computing,3
concerto,2
concerto,1
conchord,1
conference,4
congratulation,1
connect,2
connecticut,3
connector,1
construction,1
consumer,1
control,2
convention,1
cook,45
copeland,1
copland,1
corbusier,1
corlis,2
corner,1
corning,5
corp,2
corporation,3
corp,7
corvette,2
cory,1
corzine,1
coster,2
cotswold,1
cotton,1
couch,11
council,2
county,3
coup,1
court,2
covent,1
craft,1
cragmont,1
craig,2
cramer,2
crandall,1
crazy,4
cream,2
creek,1
crew,1
crimson,1
crist,1
crittenden,3
crow,4
cruise,1
crunch,2
cruz,5
crystal,1
cuba,1
cube,6
cube,2
cue,10
cuisinart,2
cult,1
cunningham,9
cupertino,47
customer,1
cut,2
cywinski,1
d.c,1
,1
,1
,1
different,1
digital,1
distortion,1
dj,1
dna,6
do,3
dad,2
daddy,1
daily,3
dalai,1
dalla,3
damascu,1
dammit,2
dan,2
daniel,15
danielle,1
danny,1
dan’l,6
dark,2
dartmouth,1
darwin,1
das,3
data,1
dating,1
dave,1
david,16
dawn,1
day,18
de,7
dead,6
dean,4
dear,1
debi,12
december,18
deco,1
defender,1
deference,1
defiant,1
del,4
delaware,3
delhi,5
dell,13
demerol,1
demo,1
denny,1
dent,1
department,4
design,4
desire,1
deskjet,1
desperate,1
detroit,1
developer,2
devil,1
devo,1
diaghilev,1
dick,1
dictionary,1
dido,1
diego,1
diet,2
dieter,3
different,1
digest,1
digital,3
dilbert,1
dilemma,1
director,2
director,1
discovery,1
disease,1
dish,1
disney,152
disneyland,2
distortion,1
district,3
division,2
doc,1
doctorow,1
documentation,1
doerr,9
dome,2
domini,1
don,7
donald,1
donovan,3
doonesbury,1
door,1
dormouse,1
doug,6
dow,1
dr,6
draper,1
dre,4
dream,1
dreamwork,10
drexler,9
dreyfus,3
drive,2
dupont,3
dublin,7
duck,1
dudman,2
duke,1
duncan,3
dune,3
durell,1
dylan,81
dynabook,3
,1
eleven,1
emi,6
eniac,1
eame,1
earhart,1
earth,13
eason,11
east,9
easy,1
economic,1
economist,1
ed,23
eddie,2
eddy,8
eden,1
edge,4
edison,2
education,2
edward,1
edwin,5
eero,1
egan,11
egypt,5
ehret,3
eichler,3
eiffel,1
eihei,1
einstein,8
eisenhower,1
eisenstat,19
eisner,45
el,2
electric,1
electrical,2
electronic,3
electronic,5
elementary,2
elia,1
eliot,1
elisabeth,1
elizabeth,12
ella,3
ellen,3
elliot,5
ellison,45
elvi,2
emanuel,2
embrace,1
emeryville,3
eminem,6
emotional,1
empire,2
engelbart,2
engineering,3
england,3
english,4
entrepreneur,1
ephesu,1
equipment,1
eric,6
erin,23
ernest,1
erykah,1
esalen,1
espinosa,7
espresso,1
esquire,5
esslinger,18
estridge,3
eugene,1
eunice,1
europe,8
european,1
evangelist,2
eve,18
event,1
evvia,1
excel,12
executek,1
exit,1
exodu,1
experience,1
explorer,1
explorer,3
expres,5
eyed,3
eye,1
,1
,1
,1
,1
,1
family,1
fbi,1
fda,1
fortran,1
forty,3
facebook,2
fadell,49
fair,2
fairplay,3
fairchild,5
faire,3
faith,1
fake,1
falcon,1
falling,1
fall,1
fame,1
family,1
faraday,2
farber,1
fariña,1
farm,6
father,2
faxon,1
feadship,1
february,22
federalist,1
feeling,1
fellow,2
felsenstein,3
felt,1
fernandez,3
ferrari,4
ferrentino,2
ferri,2
festival,6
feynman,1
fiat,6
fibonacci,1
fidelity,1
field,1
field,1
fifth,4
fighter,1
fileserver,2
fillmore,1
final,1
financial,2
finding,5
fine,1
fingerwork,2
finger,1
fiore,2
fire,3
firewire,8
firenzuola,2
first,1
fisher,4
fitzgerald,4
flash,12
flashpoint,1
flight,1
flint,2
florence,6
florida,2
focu,1
foe,1
fogarty,1
fogerty,1
folk,1
folon,1
food,2
forbe,2
forbes.com,1
force,2
ford,7
forest,1
forever,2
formica,1
formula,1
fornaio,1
forstall,5
fort,1
fortt,2
fortune,29
foster,2
foundation,4
four,7
fourth,1
fox,7
fraiche,1
fraker,2
france,10
france,1
franci,2
francisco,53
frank,6
franklin,2
françoi,2
fred,10
frederick,1
free,2
freed,1
freedom,1
fremont,2
french,7
friday,11
friedland,34
friedman,2
frontier,1
frost,1
frustrated,1
fry,2
fuck,1
fuller,1
,4
,4
ge,1
gm,1
,1
gui,3
gabe,2
gabriel,2
gage,1
galvin,3
game,2
gandhi,5
gange,1
gap,3
garage,1
garageband,3
garcia,1
garden,2
gareth,1
garfunkel,1
garrett,1
gary,2
gaslight,1
gassée,36
gate,3
gate,180
gateway,4
gato,3
gawker,2
gee,1
geffen,4
genentech,4
general,4
generation,3
geneva,2
geniu,3
george,26
german,2
german,1
germantown,1
germany,2
gerry,1
gestapo,1
getty,1
ghibli,1
giacometti,1
gibbon,1
gil,18
gillmore,1
gina,2
ginza,1
giorgetto,1
girl,2
giugiaro,1
gizmodo,3
glacier,1
glaser,4
glas,4
glavin,2
glenn,3
globe,1
glucagon,1
gnutella,1
god,20
gold,2
goldberg,9
goldblum,1
golden,4
goldman,2
goldstein,1
goliath,1
good,6
goodell,1
google,44
gordon,6
gore,9
gorilla,1
gould,3
grace,1
graham,4
gran,1
grand,3
graphical,1
grasshopper,1
grateful,4
gravenstein,2
grave,1
gravy,1
graziano,1
great,5
green,5
green,2
greenwich,4
greg,8
gretzky,1
grokster,1
gropiu,2
grossman,3
group,1
grove,14
grunbaum,1
guard,4
guide,1
gulf,1
gulfstream,2
gutenberg,1
guy,4
,1
hbo,1
hp,38
htc,2
hub,1
hafner,2
hagopian,1
hal,1
haley,1
half,2
hall,3
hallelujah,2
hallicrafter,1
hallmark,2
halloween,2
haltek,3
hambrecht,4
hamilton,1
hancock,5
handsome,1
hank,4
hanna,1
hannity,1
happy,1
hard,1
hare,5
haridwar,1
haring,1
harmony,5
harold,1
harri,1
harrisburg,1
hartman,1
hartmut,6
harvard,11
harvest,1
harvester,1
hasbro,1
hasting,1
hatter,1
hawaii,26
hawley,1
hayden,1
haye,1
head,1
healing,1
heart,1
heathkit,4
heaven,1
heigh,1
height,1
heinen,4
heist,1
hell,1
heller,2
helmsley,1
helmut,1
help,1
hemingway,1
hempel,1
henckel,2
hendrix,2
henry,6
henson,1
herbert,3
herman,1
hermit,1
herring,3
hertzfeld,112
hewlett,21
hey,2
hidetoshi,1
high,12
hill,4
hillary,1
hill,2
himalaya,1
hindu,5
hinduism,2
hit,1
ho,2
hobbit,1
hoefler,1
hoffman,27
hoffmann,1
holly,1
hollywood,7
holmby,1
holme,25
holt,8
holy,2
home,1
homebrew,13
homer,1
homestead,12
hom,3
hong,2
hope,1
hopkin,1
horizon,1
horn,13
hospital,1
hotel,10
house,3
housewive,1
hovey,2
howard,2
huey,3
huh,1
hush,1
hyatt,1
,2725
,5
ibm,74
ii,72
iii,8
iic,1
imsai,1
india,1
ipo,3
ir,1
ice,2
idea,1
idei,2
iger,38
il,3
illustrator,1
image,6
immelt,1
imogene,1
in,2
inc,11
inch,1
incredible,1
india,26
indiana,1
infinite,2
infinity,1
infoworld,1
inn,1
innovator,1
institute,7
integrated,2
intel,48
interface,1
international,3
interscope,3
interstate,1
intuit,1
invention,1
iovine,12
ipanema,1
iran,1
isle,1
issey,6
istanbul,2
italy,6
ive,3
,2
j.c,1
job,2
job,1
jack,3
jackson,1
jacob,1
jacqueline,2
jade,1
jagger,5
jame,25
jandali,17
jandali,1
jane,2
janet,1
jani,2
jann,1
janoff,3
janov,4
january,52
japan,14
japanese,2
jarrett,3
jasinski,5
jay,9
jean,7
jedi,1
jef,11
jeff,9
jefferson,4
jeffrey,12
jennifer,3
jerry,12
jersey,4
jessica,1
jesuit,1
jesu,6
jetson,1
jetson,4
jim,5
jimi,2
jimmy,7
joan,10
joanna,17
joanne,23
job,2525
jobse,2
joe,7
joel,3
johanne,1
john,74
johnny,2
john,1
johnson,27
jolly,1
jon,10
jonathan,2
jone,4
joni,2
jony,31
joplin,2
jose,13
joseph,2
josh,1
journal,21
journalism,1
journey,2
joy,1
joyce,1
jr,7
juan,1
juda,1
jukebox,1
july,24
jump,1
june,25
jung,2
jungle,1
junod,1
jurassic,1
justice,1
,1
kgb,1
kac,1
kahney,1
kahng,2
kapor,6
kara,1
kare,10
karen,1
karoli,4
kat,6
katharine,2
kathryn,3
katie,2
katzenberg,61
kawasaki,1
kay,8
kazaa,3
keenan,2
kehoe,2
keith,1
ken,5
kennedy,2
kent,1
kentucky,1
kenyon,3
kepler,1
kerwin,7
kesey,2
kevin,1
keynote,1
key,1
kid,1
kincaid,2
kindle,2
king,13
kingdom,1
kissinger,4
kitchen,2
kleenex,1
klein,2
klingon,2
kobun,12
kodak,1
komoto,4
kona,8
kong,2
kool,2
korea,1
kot,1
kottke,58
kriegspiel,1
krishna,5
kumbh,1
kyoto,7
launch,1
legacy,1
lisa,2
lsd,12
la,1
lab,1
labor,4
laboratory,1
lab,1
lack,20
lady,1
lake,3
lakeside,1
lama,1
lamp,1
land,5
lang,9
langer,1
lappé,1
larry,36
laserwriter,1
lashinsky,2
lasseter,80
launch,5
lauren,2
laurene,37
law,1
lawn,1
le,2
league,2
leander,1
lear,3
leary,2
leave,1
led,1
lee,26
leezy,3
left,1
lego,2
lennon,8
leonardo,2
les,5
letter,1
lev,2
levinson,22
levitt,5
levy,13
lewin,15
lewinsky,3
lewi,3
liberal,2
libya,1
life,9
lightyear,5
lin,3
lincoln,2
line,2
linear,2
lion,4
lionel,1
lisa,129
lisa,2
lise,1
little,2
liver,1
lloyd,3
lockheed,2
lodge,1
loewy,1
lohr,1
loma,2
london,13
lone,1
lonely,1
looking,1
loop,2
lord,1
lo,33
loser,1
lost,5
lotu,2
louie,1
loui,8
louise,3
lounge,2
love,2
loving,2
lower,1
luca,9
lucasfilm,5
ludwig,1
lugano,1
lutheran,1
luxembourg,1
luxo,8
lyon,3
,6
mac,2
macintosh,1
mac,1
macwiz,1
man,1
meld,2
mg,1
mit,1
mo,1
msn,1
mtv,1
music,1
ma,7
mac,147
macbook,3
macpaint,1
macbeth,1
mach,1
machiavellian,1
machine,2
machine,1
macintosh,271
macromedia,1
mac,10
macworld,23
macy,4
mad,1
madame,2
madison,1
madnes,1
madonna,2
maffei,3
magic,1
magical,1
maharaj,3
main,3
maine,1
major,1
mall,3
malone,2
mama,2
man,8
management,1
manali,1
manhattan,15
maniac,1
manifesto,2
manock,8
mansfield,1
map,2
marcel,1
march,23
margaret,1
maria,1
mariah,1
marin,1
marine,1
mario,1
mark,7
marketing,2
markkula,90
markoff,4
marriott,1
marsali,4
marshall,1
martha,1
martin,1
martinlogan,1
marvin,1
marxist,1
mary,1
maserati,2
maslin,2
mason,1
massachusett,2
master,1
mateo,1
materialism,1
matrix,1
matt,1
maxfield,1
may,31
may,2
maya,2
mayer,5
maynard,1
mccartney,1
mccollum,9
mcguinnes,2
mcintosh,3
mckenna,30
mclean,1
mcleod,3
meal,2
mechanical,1
mechanic,1
medal,1
media,3
medical,2
meditation,1
mediterranean,2
meg,1
meig,1
mela,1
melinda,2
mellencamp,1
mellow,1
memento,2
memorial,5
memphi,8
men,1
menagerie,1
menlo,4
mercede,15
mercury,3
mercy,1
merion,1
mermaid,1
merwin,2
methodist,1
metropolitan,4
mexico,2
michael,32
michelangelo,2
michigan,2
mick,3
mickey,5
microsoft,150
microsystem,3
middle,3
midway,2
midwest,1
miele,1
mie,2
mike,49
millard,1
million,1
milner,6
mimi,1
mincemeat,1
mind,4
minh,2
mini,3
minnesota,1
minor,1
minsky,1
mis,1
missile,1
mission,1
mississippi,1
mitch,3
mitchell,5
mitterrand,5
mix,1
miyake,5
mizushima,1
mobile,1
mobileme,8
moby,2
mock,1
modern,4
mok,2
molly,1
mona,33
monday,13
mongolia,1
monica,2
monkee,1
monster,1
monta,2
monte,1
monterey,1
montrachet,1
moore,11
more,16
morgan,3
mori,1
morita,1
moritz,8
mormon,1
morri,23
morrison,1
moscone,1
moscow,7
mose,1
mossberg,9
most,31
mother,2
motor,2
motorola,19
motor,2
motown,1
mountain,4
mountain,1
mouse,1
mouton,1
movement,2
move,1
movie,1
mozart,2
mr,14
mrs,2
mucusles,1
muhammad,1
muir,1
multi,1
multiplan,1
mumford,1
munich,2
muppeteer,1
murdoch,34
murray,20
muse,2
museum,4
music,10
musicmatch,1
musicnet,3
musical,1
muslim,2
mystery,1
müller,1
nasa,2
nasdaq,1
nbc,1
nineteen,1
npr,1
nt,1
nail,1
nainital,1
namath,1
nancy,2
nanette,1
nano,3
nano,1
napster,3
nash,2
nashville,1
national,10
navy,2
next,58
neem,4
negroponte,2
nemo,5
nepal,1
nerf,1
netflix,1
netscape,1
network,3
nevada,3
neville,1
new,68
newcastle,2
newman,2
newport,1
new,9
newsweek,16
newton,8
next,6
ng,1
nice,1
nichola,1
nick,1
nick,1
nicole,1
niel,1
nietzsche,3
night,2
nina,1
nine,1
nixon,1
nobuyuki,2
nocera,7
noer,4
noir,1
nolan,8
norman,3
north,5
norton,1
novel,1
november,12
noyce,5
,1
,1
osx,3
oaf,1
oakland,3
obama,17
october,21
odwalla,4
office,2
oh,1
okura,2
old,1
olivier,1
olufsen,1
olympic,1
omen,1
one,4
one,3
ono,4
open,2
openmind,1
oppenheimer,3
option,1
oracle,5
orbit,1
orchestra,1
oregon,4
oren,1
organ,1
ornery,1
ornish,2
orwell,4
orwellian,2
osborne,4
oscar,2
oscar,1
ostrovsky,1
otellini,10
otogawa,1
outkast,1
outlaw,1
overbrook,1
ovitz,1
oxford,6
oyama,5
ozzie,2
p&l,1
,3
p.a,1
,1
parc,29
pb,1
pc,5
pdp,1
pet,1
pixar,2
product)red,1
pta,1
public,1
pacific,3
package,1
packard,16
pact,1
page,8
pahrump,1
pain,1
pajaro,3
palace,1
palm,5
palmisano,1
palo,74
pam,4
panama,1
panasonic,1
pandemonium,1
panisse,3
pantone,1
paper,1
paragraph,1
paramahansa,1
pari,13
park,18
parker,1
parkinson,1
parrish,1
parthenon,1
partner,1
partnership,1
party,1
pascal,1
past,1
patrick,1
patton,4
patty,3
paul,56
paulsen,1
pay,1
paypal,1
pearlstine,1
pearson,1
pea,2
pebble,2
peddle,2
peet,1
pei,3
penn,2
penney,1
pennsylvania,2
pensacola,1
pentagon,1
pentalobe,1
people,32
pepper,2
pepsi,16
pepsico,4
perfect,1
perkin,3
perot,20
personal,3
personality,1
pet,1
peter,6
pfeifer,2
phil,13
philadelphia,4
philharmonic,1
philip,2
philip,3
philosophy,1
phone,1
photoshop,2
physic,1
picasso,5
picture,1
pied,1
pietra,1
pileggi,1
pilot,1
pine,1
pininfarina,1
pinter,1
piper,1
pirate,2
pittsburgh,1
pixar,200
planet,3
plastic,1
plato,1
playa,1
playboy,2
player,1
playskool,1
plaza,2
plexigla,2
plimpton,2
pocahonta,2
pod,1
podfather,1
podolny,1
poet,2
point,1
polari,1
polaroid,4
political,1
pollack,1
polo,1
polytechnic,1
pond,1
pong,3
popular,2
porsche,7
portalplayer,2
porting,1
portland,4
portola,1
post,4
postscript,1
pottery,2
powell,86
power,8
powerbook,5
powerbook,1
powermac,2
powerpc,2
powerpoint,3
powerpoint,3
pranna,1
premiere,1
president,12
pres,4
pressplay,3
prince,4
princes,1
princeton,1
princetonian,1
priu,1
prize,1
pro,3
processor,1
prodigy,1
product,2
production,2
product,1
profit,1
prometheu,1
prototype,1
public,1
publicity,1
publisher,1
publishing,1
pulitzer,1
puppie,1
purdue,1
pure,1
queen,1
quickdraw,2
quist,2
quittner,1
quiz,1
quotation,1
,1
ram,1
rokr,1
rabbit,2
raccoon,1
radio,3
radiu,1
raduchel,1
rahm,2
raider,1
ralph,3
ram,3
ram,3
ranch,1
ranchero,1
rancho,1
rand,19
randy,5
rare,1
rashomon,1
raskin,56
rasputin,1
ratatouille,1
raton,2
ray,9
raymond,1
reagan,3
real,6
realnetwork,6
reality,1
record,1
recovery,1
recur,1
red,5
redse,21
redskin,1
redwood,2
reed,75
regency,1
regi,18
regular,3
reichstag,1
reinhold,1
remnick,1
remo,3
renderman,4
reno,1
replied,1
report,1
republican,1
rescue,1
research,4
reserved,1
resign,1
resort,1
revelation,1
review,2
revolution,3
revolutionary,1
revue,1
reward,1
reye,1
reznor,1
rice,1
rich,3
richard,13
richie,1
rick,2
ridley,4
right,1
riley,12
riney,1
rio,6
rip,2
ritz,3
river,1
riviera,1
rizzo,2
road,2
rob,2
robbin,6
robert,19
robert,2
robertsdale,1
robin,2
roche,4
rock,19
rockwell,2
rocky,1
rod,5
rodin,1
roger,4
rohe,1
rolling,10
roll,2
roma,1
roman,2
rome,2
ron,15
ronald,2
room,1
roscille,1
rose,2
rosemont,1
rosen,10
rosenbaum,1
ros,1
rossmann,7
rotten,1
rotterdam,1
rough,1
roy,9
royal,1
royce,1
rubin,1
rubinstein,49
ruby,5
rule,1
runner,2
rupert,4
russia,3
russian,1
rutherford,1
ryan,1
ryokan,1
,2
sar,1
sculley,1
sec,12
second,1
siggraph,2
skg,2
sl,1
slac,1
sol,2
steve,1
store,1
story,1
swab,2
saarinen,1
sach,1
sacramento,3
safeway,1
saihō,1
sak,1
sam,2
samit,1
samsung,1
san,71
sander,1
sandstone,1
santa,12
sapper,2
satoshi,1
saturday,13
sausalito,1
sawyer,1
schieble,6
schiller,21
schlein,3
schlender,3
schmidt,11
schneider,2
schole,1
school,12
schuler,3
schumacher,3
science,1
scotland,1
scott,40
scotty,4
scout,2
sculley,280
sculley,1
seal,2
sean,2
search,2
season,5
seattle,4
second,1
secret,1
security,1
seeley,1
segal,1
segall,5
segway,1
seine,1
selectric,1
semi,1
semiconductor,6
senate,1
september,25
sequoia,2
serena,1
sergey,1
sergio,1
service,2
serwer,5
set,2
seva,1
seventy,2
sgt,2
shack,2
shaker,1
shakespeare,5
sham,1
sharing,1
sharpie,1
she,1
sheff,1
sheryl,2
shockley,2
shop,10
shopping,2
show,1
showdown,1
showplace,1
shriver,1
shuffle,2
shunryu,2
siberia,1
side,2
siena,2
sierra,1
silicon,21
simon,1
simplify,1
simpson,40
simpson,1
singapore,1
sir,1
situation,1
skoll,1
sky,1
skye,1
skyline,1
skywalker,1
slade,2
slinky,2
smalltalk,3
smart,1
smith,69
snooki,2
snow,5
so,1
society,3
soda,1
solari,3
someday,1
sonnenfeldt,1
sonoma,1
sonsini,2
sony,62
sorkin,1
sorry,1
sound,2
soundjam,3
south,3
southern,1
soviet,1
sox,1
space,1
spain,1
spartan,1
spectra,1
speech,2
spider,1
spielberg,3
spindler,2
spiritual,2
spiritu,1
spoke,1
spring,2
springfield,1
spring,2
square,1
st,8
stadium,1
staff,1
stage,1
stalin,1
stan,1
stanford,39
stanley,4
star,12
starmax,2
starbuck,1
star,1
state,12
steal,1
steel,1
stengel,2
stephen,2
steve,442
steven,9
steven,1
stevie,2
stewart,5
sticky,1
stone,10
stone,4
stoppard,1
store,50
store,2
storm,1
story,30
stradivariu,1
straus,1
strawberry,1
street,28
street,1
stringer,2
student,1
studio,4
studio,4
style,1
stylewriter,1
styrofoam,1
subsequently,1
suburbia,1
sulzberger,2
summer,1
sun,13
sunday,19
sunday,1
sunnyvale,7
sunset,1
super,5
supply,1
supreme,1
susan,10
susanna,1
suzuki,2
swipe,1
swisher,1
switzerland,3
sylvania,1
sympathy,1
symphony,3
syria,4
system,4
system,1
sōtō,1
,1
,1
tbwa,1
tbwa\chiat\day,3
teac,1
thirty,8
tsa,1
tv,1
twa,1
twenty,7
tablet,1
tahoe,1
talkin,1
talking,1
tambourine,2
tandy,3
tangerine,1
tanimoto,1
target,1
tassajara,1
tate,6
tawaraya,1
tea,1
team,1
tech,1
technical,1
technicolor,1
technologie,1
technology,5
teddy,1
tehran,1
telegraph,1
tennessee,4
tenni,1
terman,2
terminal,2
terravera,1
terrell,9
terry,2
tesla,1
tesler,12
test,1
tevanian,25
texaco,8
texan,1
texa,2
thanksgiving,6
the,1
their,1
thing,1
thinkpad,1
third,1
thirty,2
thoma,4
thunder,1
thurman,1
thursday,6
tie,1
tiffany,3
tim,21
time,40
time,28
timothy,2
tin,3
tina,12
tinny,3
tobark,1
today,1
tokyo,6
tom,9
tomatoe,1
toni,1
tony,9
tool,1
top,2
toronto,1
toshiba,5
touch,2
tour,1
tower,1
tower,6
toy,34
track,3
track,3
tracy,1
trak,1
travolta,1
treasure,2
trek,5
trent,1
triangle,1
tribble,14
tribune,2
trinitron,2
trip,1
triton,1
trotsky,3
truck,1
trungpa,1
tudor,1
tuesday,8
tune,1
turin,3
turing,1
turk,1
turkey,3
turk,1
turtleneck,1
tuscany,1
twain,1
twiggy,6
twilight,1
twitter,1
two,1
tyson,1
u.c,1
u.s,1
,3
ucla,1
unix,6
up,1
usa,2
usc,1
us,1
ultimatum,1
unbound,1
uncle,1
united,14
universal,6
universe,1
university,15
unpaid,1
up,2
upland,1
upper,2
upstate,1
user,1
uzbekistan,1
,2
vlsi,1
vonrosen,1
valentine,9
valerie,2
valley,28
valleywag,2
van,2
vancouver,1
vanity,1
varian,2
variation,2
vatican,2
ve,1
vega,1
vegetarianism,1
vehicle,1
vehicle,1
venice,2
vertigo,1
veteran,1
vice,3
vidich,6
vietnam,2
view,4
village,9
vincent,42
vinci,2
violin,1
virginia,2
visa,2
visicalc,2
volkslisa,1
volkswagen,4
,2
wall,1
wysiwyg,1
wade,1
walkman,3
wall,21
walt,15
walter,1
war,2
warhol,2
warner,13
warnock,2
warren,2
war,3
wa,1
washington,13
water,1
water,3
watson,1
wavy,1
way,1
wayne,30
wealth,1
webber,1
wednesday,8
week,11
week,9
weitzen,1
welch,1
well,5
wendell,1
weniger,1
wenner,1
we,1
west,11
westerman,1
westgate,1
westin,1
westinghouse,3
whale,1
wharton,2
whipple,2
white,12
whitenes,1
whitman,1
whole,6
wigginton,5
wikipedia,1
wild,1
wildlife,1
wilke,2
william,1
william,4
willow,1
willow,1
wimbledon,1
windham,1
window,54
wing,1
winner,1
wired,6
wisconsin,11
wolf,1
wolfe,1
wolff,2
wonder,1
wonderland,1
wood,1
woodside,24
woody,21
woolard,43
wooly,1
word,9
wordsworth,1
workaday,1
world,4
worldwide,3
woz,52
wozniak,225
wright,2
wynton,1
,1
xerox,1
xl,2
xviii,1
xerox,57
yahoo,1
yale,1
yeah,1
year,5
year,3
yellow,1
yep,1
yo,6
yocam,3
yogananda,1
yogi,3
yoko,4
york,62
yosemite,5
youtube,2
young,2
yuppie,1
zdnet,1
zaltair,3
zander,3
zap,1
zarathustra,1
zen,40
